song_name	word	album	n
A-YO	gravy	Joanne	1
A-YO	hate	Joanne	2
A-YO	hey	Joanne	2
A-YO	laced	Joanne	1
A-YO	light	Joanne	6
A-YO	marlboro	Joanne	1
A-YO	mirror	Joanne	13
A-YO	pack	Joanne	1
A-YO	party	Joanne	1
A-YO	play	Joanne	2
A-YO	pleadin	Joanne	6
A-YO	rail	Joanne	1
A-YO	real	Joanne	1
A-YO	rev	Joanne	1
A-YO	road	Joanne	1
A-YO	shook	Joanne	1
A-YO	smoke	Joanne	1
A-YO	smokin	Joanne	13
A-YO	southern	Joanne	1
A-YO	spell	Joanne	1
A-YO	spin	Joanne	2
A-YO	tearin	Joanne	1
A-YO	track	Joanne	1
A-YO	unravel	Joanne	1
A-YO	wait	Joanne	5
A-YO	watch	Joanne	1
A-YO	yo	Joanne	40
Alice	ah	Chromatica	52
Alice	alice	Chromatica	6
Alice	alive	Chromatica	1
Alice	body	Chromatica	1
Alice	dj	Chromatica	1
Alice	falling	Chromatica	1
Alice	free	Chromatica	5
Alice	hole	Chromatica	1
Alice	home	Chromatica	6
Alice	left	Chromatica	1
Alice	listen	Chromatica	1
Alice	lungs	Chromatica	2
Alice	ma	Chromatica	12
Alice	maestro	Chromatica	1
Alice	might've	Chromatica	1
Alice	mind	Chromatica	2
Alice	mother	Chromatica	2
Alice	play	Chromatica	1
Alice	pull	Chromatica	1
Alice	screaming	Chromatica	2
Alice	set	Chromatica	4
Alice	sick	Chromatica	1
Alice	stuck	Chromatica	1
Alice	symphony	Chromatica	1
Alice	tired	Chromatica	2
Alice	top	Chromatica	2
Alice	trip	Chromatica	1
Alice	waking	Chromatica	1
Alice	wonderland	Chromatica	21
Americano	agosto	Born This Way	1
Americano	ah	Born This Way	48
Americano	américa	Born This Way	8
Americano	americano	Born This Way	9
Americano	barrio	Born This Way	1
Americano	besando	Born This Way	1
Americano	campanas	Born This Way	1
Americano	canciones	Born This Way	1
Americano	care	Born This Way	1
Americano	catch	Born This Way	4
Americano	chicas	Born This Way	2
Americano	chicos	Born This Way	2
Americano	chords	Born This Way	1
Americano	coast	Born This Way	1
Americano	corazón	Born This Way	1
Americano	court	Born This Way	1
Americano	cried	Born This Way	1
Americano	cristo	Born This Way	3
Americano	de	Born This Way	1
Americano	die	Born This Way	1
Americano	duele	Born This Way	1
Americano	east	Born This Way	1
Americano	edge	Born This Way	3
Americano	eights	Born This Way	1
Americano	en	Born This Way	2
Americano	están	Born This Way	2
Americano	fell	Born This Way	1
Americano	fight	Born This Way	1
Americano	floral	Born This Way	1
Americano	fought	Born This Way	1
Americano	generación	Born This Way	1
Americano	girl	Born This Way	1
Americano	jesús	Born This Way	3
Americano	la	Born This Way	114
Americano	language	Born This Way	2
Americano	las	Born This Way	1
Americano	law	Born This Way	8
Americano	living	Born This Way	3
Americano	los	Born This Way	2
Americano	love	Born This Way	3
Americano	marry	Born This Way	1
Americano	met	Born This Way	1
Americano	mi	Born This Way	2
Americano	mis	Born This Way	1
Americano	mountains	Born This Way	1
Americano	por	Born This Way	1
Americano	revolución	Born This Way	1
Americano	sang	Born This Way	1
Americano	se	Born This Way	1
Americano	shorts	Born This Way	1
Americano	son	Born This Way	1
Americano	sonando	Born This Way	1
Americano	speak	Born This Way	20
Americano	sweet	Born This Way	1
Americano	todos	Born This Way	1
Americano	verano	Born This Way	1
Americano	wednesday	Born This Way	1
Americano	west	Born This Way	1
Angel Down	age	Joanne	1
Angel Down	angel	Joanne	19
Angel Down	arms	Joanne	1
Angel Down	believer	Joanne	6
Angel Down	belong	Joanne	1
Angel Down	catch	Joanne	5
Angel Down	chaos	Joanne	3
Angel Down	church	Joanne	2
Angel Down	confess	Joanne	1
Angel Down	courage	Joanne	1
Angel Down	faded	Joanne	1
Angel Down	fired	Joanne	2
Angel Down	foolish	Joanne	3
Angel Down	grateful	Joanne	1
Angel Down	hoo	Joanne	40
Angel Down	knees	Joanne	1
Angel Down	leaders	Joanne	3
Angel Down	lost	Joanne	1
Angel Down	lovin	Joanne	1
Angel Down	meet	Joanne	2
Angel Down	people	Joanne	2
Angel Down	pretend	Joanne	1
Angel Down	sacred	Joanne	1
Angel Down	save	Joanne	10
Angel Down	shots	Joanne	2
Angel Down	social	Joanne	1
Angel Down	stand	Joanne	1
Angel Down	stood	Joanne	1
Angel Down	street	Joanne	2
Angel Down	test	Joanne	1
Angel Down	trial	Joanne	3
Angel Down	weaker	Joanne	3
Angel Down	wrong	Joanne	1
Applause	applause	ARTPOP	24
Applause	art	ARTPOP	1
Applause	art's	ARTPOP	1
Applause	baby	ARTPOP	1
Applause	bang	ARTPOP	1
Applause	bear	ARTPOP	1
Applause	cheer	ARTPOP	3
Applause	crash	ARTPOP	1
Applause	critic	ARTPOP	1
Applause	culture	ARTPOP	2
Applause	em	ARTPOP	12
Applause	fame	ARTPOP	1
Applause	found	ARTPOP	1
Applause	geeks	ARTPOP	1
Applause	gong	ARTPOP	1
Applause	guess	ARTPOP	1
Applause	hands	ARTPOP	12
Applause	iv	ARTPOP	1
Applause	koons	ARTPOP	2
Applause	lights	ARTPOP	6
Applause	live	ARTPOP	12
Applause	loud	ARTPOP	12
Applause	love	ARTPOP	6
Applause	nostalgia's	ARTPOP	1
Applause	overheard	ARTPOP	1
Applause	plause	ARTPOP	6
Applause	pop	ARTPOP	2
Applause	read	ARTPOP	1
Applause	real	ARTPOP	12
Applause	scream	ARTPOP	3
Applause	sir	ARTPOP	1
Applause	stand	ARTPOP	1
Applause	suddenly	ARTPOP	1
Applause	theory	ARTPOP	1
Applause	touch	ARTPOP	28
Applause	vein	ARTPOP	1
Applause	waiting	ARTPOP	1
Applause	woo	ARTPOP	4
Applause	wrong	ARTPOP	1
Applause (Empire of the Sun Remix)	applause	ARTPOP	21
Applause (Empire of the Sun Remix)	art	ARTPOP	1
Applause (Empire of the Sun Remix)	art's	ARTPOP	1
Applause (Empire of the Sun Remix)	baby	ARTPOP	1
Applause (Empire of the Sun Remix)	bang	ARTPOP	1
Applause (Empire of the Sun Remix)	bear	ARTPOP	1
Applause (Empire of the Sun Remix)	cheer	ARTPOP	2
Applause (Empire of the Sun Remix)	crash	ARTPOP	1
Applause (Empire of the Sun Remix)	critic	ARTPOP	1
Applause (Empire of the Sun Remix)	culture	ARTPOP	2
Applause (Empire of the Sun Remix)	die	ARTPOP	2
Applause (Empire of the Sun Remix)	em	ARTPOP	12
Applause (Empire of the Sun Remix)	fame	ARTPOP	1
Applause (Empire of the Sun Remix)	found	ARTPOP	1
Applause (Empire of the Sun Remix)	geeks	ARTPOP	1
Applause (Empire of the Sun Remix)	gong	ARTPOP	1
Applause (Empire of the Sun Remix)	guess	ARTPOP	1
Applause (Empire of the Sun Remix)	hands	ARTPOP	12
Applause (Empire of the Sun Remix)	iv	ARTPOP	1
Applause (Empire of the Sun Remix)	koons	ARTPOP	2
Applause (Empire of the Sun Remix)	lights	ARTPOP	8
Applause (Empire of the Sun Remix)	live	ARTPOP	11
Applause (Empire of the Sun Remix)	loud	ARTPOP	12
Applause (Empire of the Sun Remix)	love	ARTPOP	6
Applause (Empire of the Sun Remix)	meant	ARTPOP	2
Applause (Empire of the Sun Remix)	nostalgia's	ARTPOP	1
Applause (Empire of the Sun Remix)	overheard	ARTPOP	1
Applause (Empire of the Sun Remix)	plause	ARTPOP	6
Applause (Empire of the Sun Remix)	pop	ARTPOP	2
Applause (Empire of the Sun Remix)	read	ARTPOP	1
Applause (Empire of the Sun Remix)	real	ARTPOP	12
Applause (Empire of the Sun Remix)	scream	ARTPOP	2
Applause (Empire of the Sun Remix)	sir	ARTPOP	1
Applause (Empire of the Sun Remix)	stand	ARTPOP	1
Applause (Empire of the Sun Remix)	suddenly	ARTPOP	1
Applause (Empire of the Sun Remix)	theory	ARTPOP	1
Applause (Empire of the Sun Remix)	touch	ARTPOP	20
Applause (Empire of the Sun Remix)	vein	ARTPOP	1
Applause (Empire of the Sun Remix)	waiting	ARTPOP	4
Applause (Empire of the Sun Remix)	worth	ARTPOP	2
Applause (Empire of the Sun Remix)	wrong	ARTPOP	1
ARTPOP	artpop	ARTPOP	25
ARTPOP	beaches	ARTPOP	1
ARTPOP	beat	ARTPOP	2
ARTPOP	belong	ARTPOP	12
ARTPOP	bling	ARTPOP	2
ARTPOP	bricks	ARTPOP	2
ARTPOP	brushes	ARTPOP	1
ARTPOP	choose	ARTPOP	2
ARTPOP	color	ARTPOP	1
ARTPOP	create	ARTPOP	1
ARTPOP	cruelty	ARTPOP	1
ARTPOP	darkness	ARTPOP	1
ARTPOP	destiny	ARTPOP	1
ARTPOP	fantasy	ARTPOP	1
ARTPOP	flown	ARTPOP	1
ARTPOP	free	ARTPOP	1
ARTPOP	glamour	ARTPOP	1
ARTPOP	heart	ARTPOP	3
ARTPOP	hue	ARTPOP	1
ARTPOP	hybrid	ARTPOP	2
ARTPOP	kites	ARTPOP	1
ARTPOP	laughing	ARTPOP	1
ARTPOP	love	ARTPOP	1
ARTPOP	lovers	ARTPOP	1
ARTPOP	melody	ARTPOP	1
ARTPOP	mind	ARTPOP	1
ARTPOP	move	ARTPOP	1
ARTPOP	music	ARTPOP	2
ARTPOP	palette	ARTPOP	1
ARTPOP	perverse	ARTPOP	1
ARTPOP	profit	ARTPOP	1
ARTPOP	public	ARTPOP	1
ARTPOP	reasons	ARTPOP	1
ARTPOP	rescue	ARTPOP	1
ARTPOP	sell	ARTPOP	2
ARTPOP	sight	ARTPOP	1
ARTPOP	simplest	ARTPOP	1
ARTPOP	stop	ARTPOP	1
ARTPOP	strings	ARTPOP	2
ARTPOP	subtext	ARTPOP	1
ARTPOP	tight	ARTPOP	1
ARTPOP	undress	ARTPOP	1
ARTPOP	withstand	ARTPOP	2
Aura	10	ARTPOP	1
Aura	arranged	ARTPOP	1
Aura	art	ARTPOP	3
Aura	aura	ARTPOP	16
Aura	bedroom	ARTPOP	1
Aura	burqa	ARTPOP	2
Aura	choice	ARTPOP	1
Aura	cosmic	ARTPOP	2
Aura	cover	ARTPOP	4
Aura	curtain	ARTPOP	1
Aura	dance	ARTPOP	2
Aura	enigma	ARTPOP	1
Aura	fashion	ARTPOP	1
Aura	fun	ARTPOP	1
Aura	girl	ARTPOP	4
Aura	gorgeousness	ARTPOP	1
Aura	gun	ARTPOP	1
Aura	ha	ARTPOP	36
Aura	hear	ARTPOP	1
Aura	highway	ARTPOP	1
Aura	him's	ARTPOP	1
Aura	hollywood	ARTPOP	1
Aura	hood	ARTPOP	1
Aura	killed	ARTPOP	1
Aura	knife	ARTPOP	1
Aura	left	ARTPOP	1
Aura	lives	ARTPOP	4
Aura	love	ARTPOP	1
Aura	lover	ARTPOP	4
Aura	move	ARTPOP	1
Aura	naked	ARTPOP	2
Aura	passion	ARTPOP	1
Aura	peek	ARTPOP	4
Aura	pity	ARTPOP	1
Aura	pleasure	ARTPOP	1
Aura	pop	ARTPOP	3
Aura	popstar	ARTPOP	1
Aura	protection	ARTPOP	1
Aura	screaming	ARTPOP	1
Aura	send	ARTPOP	1
Aura	sex	ARTPOP	2
Aura	shoot	ARTPOP	1
Aura	size	ARTPOP	1
Aura	slave	ARTPOP	1
Aura	soil	ARTPOP	1
Aura	statement	ARTPOP	1
Aura	straight	ARTPOP	1
Aura	street	ARTPOP	1
Aura	tech	ARTPOP	2
Aura	toil	ARTPOP	1
Aura	touch	ARTPOP	2
Aura	trunk	ARTPOP	1
Aura	underneath	ARTPOP	4
Aura	veil	ARTPOP	1
Aura	walk	ARTPOP	1
Aura	wandering	ARTPOP	1
Aura	wanna	ARTPOP	12
Aura	wear	ARTPOP	1
Aura	woman	ARTPOP	1
Babylon	ancient	Chromatica	5
Babylon	b.c	Chromatica	1
Babylon	ba	Chromatica	16
Babylon	babble	Chromatica	8
Babylon	babel	Chromatica	1
Babylon	babylon	Chromatica	17
Babylon	battle	Chromatica	11
Babylon	bloodpop	Chromatica	1
Babylon	bodies	Chromatica	1
Babylon	bring	Chromatica	6
Babylon	century	Chromatica	1
Babylon	city	Chromatica	5
Babylon	climbing	Chromatica	1
Babylon	gossip	Chromatica	23
Babylon	heaven	Chromatica	2
Babylon	languages	Chromatica	1
Babylon	life	Chromatica	11
Babylon	mile	Chromatica	4
Babylon	money	Chromatica	4
Babylon	moonlight	Chromatica	1
Babylon	moving	Chromatica	1
Babylon	ooh	Chromatica	1
Babylon	party	Chromatica	1
Babylon	pretty	Chromatica	1
Babylon	rip	Chromatica	4
Babylon	sculpture	Chromatica	1
Babylon	serve	Chromatica	5
Babylon	sixteenth	Chromatica	1
Babylon	smile	Chromatica	1
Babylon	song	Chromatica	4
Babylon	speak	Chromatica	1
Babylon	strut	Chromatica	4
Babylon	style	Chromatica	5
Babylon	talk	Chromatica	8
Babylon	tonight	Chromatica	1
Babylon	top	Chromatica	1
Babylon	tower	Chromatica	1
Babylon	walk	Chromatica	4
Babylon	weekend	Chromatica	1
Bad Kids	absurd	Born This Way	1
Bad Kids	baby	Born This Way	17
Bad Kids	bad	Born This Way	29
Bad Kids	bitch	Born This Way	1
Bad Kids	born	Born This Way	1
Bad Kids	brat	Born This Way	1
Bad Kids	breath	Born This Way	1
Bad Kids	care	Born This Way	1
Bad Kids	chew	Born This Way	1
Bad Kids	cool	Born This Way	1
Bad Kids	dad	Born This Way	1
Bad Kids	damn	Born This Way	1
Bad Kids	degenerate	Born This Way	1
Bad Kids	disastrous	Born This Way	1
Bad Kids	divorced	Born This Way	1
Bad Kids	fist	Born This Way	1
Bad Kids	freak	Born This Way	1
Bad Kids	free	Born This Way	1
Bad Kids	freedom	Born This Way	1
Bad Kids	gum	Born This Way	1
Bad Kids	gun	Born This Way	1
Bad Kids	hate	Born This Way	1
Bad Kids	heart	Born This Way	6
Bad Kids	hold	Born This Way	1
Bad Kids	horse	Born This Way	1
Bad Kids	insecure	Born This Way	8
Bad Kids	jerk	Born This Way	1
Bad Kids	kid	Born This Way	25
Bad Kids	kids	Born This Way	3
Bad Kids	life	Born This Way	4
Bad Kids	lives	Born This Way	1
Bad Kids	loser	Born This Way	1
Bad Kids	love	Born This Way	1
Bad Kids	mad	Born This Way	3
Bad Kids	mess	Born This Way	1
Bad Kids	mom	Born This Way	1
Bad Kids	money	Born This Way	2
Bad Kids	nerd	Born This Way	1
Bad Kids	parents	Born This Way	1
Bad Kids	people	Born This Way	1
Bad Kids	proud	Born This Way	1
Bad Kids	pump	Born This Way	1
Bad Kids	punk	Born This Way	1
Bad Kids	pure	Born This Way	6
Bad Kids	quit	Born This Way	1
Bad Kids	rebel	Born This Way	1
Bad Kids	ruined	Born This Way	1
Bad Kids	selfish	Born This Way	1
Bad Kids	shit	Born This Way	1
Bad Kids	smacked	Born This Way	1
Bad Kids	smoke	Born This Way	1
Bad Kids	survive	Born This Way	3
Bad Kids	til	Born This Way	1
Bad Kids	truth	Born This Way	1
Bad Kids	twit	Born This Way	1
Bad Kids	typical	Born This Way	1
Bad Kids	wrong	Born This Way	7
Beautiful, Dirty, Rich	automatic	The Fame	1
Beautiful, Dirty, Rich	bang	The Fame	36
Beautiful, Dirty, Rich	beautiful	The Fame	20
Beautiful, Dirty, Rich	cream	The Fame	1
Beautiful, Dirty, Rich	cute	The Fame	1
Beautiful, Dirty, Rich	daddy	The Fame	2
Beautiful, Dirty, Rich	dance	The Fame	2
Beautiful, Dirty, Rich	dirty	The Fame	44
Beautiful, Dirty, Rich	fanatic	The Fame	1
Beautiful, Dirty, Rich	fight	The Fame	1
Beautiful, Dirty, Rich	hair	The Fame	1
Beautiful, Dirty, Rich	honey	The Fame	4
Beautiful, Dirty, Rich	ice	The Fame	1
Beautiful, Dirty, Rich	life	The Fame	1
Beautiful, Dirty, Rich	live	The Fame	1
Beautiful, Dirty, Rich	money	The Fame	4
Beautiful, Dirty, Rich	pants	The Fame	1
Beautiful, Dirty, Rich	party	The Fame	4
Beautiful, Dirty, Rich	perfect	The Fame	1
Beautiful, Dirty, Rich	plastic	The Fame	1
Beautiful, Dirty, Rich	pornographic	The Fame	1
Beautiful, Dirty, Rich	redlight	The Fame	1
Beautiful, Dirty, Rich	rich	The Fame	31
Beautiful, Dirty, Rich	shit	The Fame	1
Beautiful, Dirty, Rich	sound	The Fame	1
Beautiful, Dirty, Rich	systematic	The Fame	1
Beautiful, Dirty, Rich	tighter	The Fame	1
Beautiful, Dirty, Rich	topped	The Fame	1
Beautiful, Dirty, Rich	uh	The Fame	2
Beautiful, Dirty, Rich	wrecked	The Fame	1
Beautiful, Dirty, Rich	yeah	The Fame	4
Bloody Mary	aggro	Born This Way	1
Bloody Mary	amor	Born This Way	1
Bloody Mary	art	Born This Way	1
Bloody Mary	bloody	Born This Way	4
Bloody Mary	carve	Born This Way	1
Bloody Mary	cold	Born This Way	1
Bloody Mary	crucify	Born This Way	3
Bloody Mary	cry	Born This Way	6
Bloody Mary	da	Born This Way	16
Bloody Mary	dadda	Born This Way	2
Bloody Mary	dance	Born This Way	12
Bloody Mary	dead	Born This Way	2
Bloody Mary	di	Born This Way	8
Bloody Mary	dum	Born This Way	12
Bloody Mary	forgive	Born This Way	2
Bloody Mary	furied	Born This Way	1
Bloody Mary	gaga	Born This Way	16
Bloody Mary	gonna	Born This Way	2
Bloody Mary	hands	Born This Way	14
Bloody Mary	head	Born This Way	8
Bloody Mary	heart	Born This Way	1
Bloody Mary	history	Born This Way	1
Bloody Mary	j'veux	Born This Way	1
Bloody Mary	jesus	Born This Way	2
Bloody Mary	kill	Born This Way	1
Bloody Mary	king	Born This Way	1
Bloody Mary	libérate	Born This Way	1
Bloody Mary	love	Born This Way	3
Bloody Mary	mary	Born This Way	3
Bloody Mary	mi	Born This Way	1
Bloody Mary	michelangelo	Born This Way	1
Bloody Mary	mountain	Born This Way	1
Bloody Mary	mourir	Born This Way	1
Bloody Mary	paris	Born This Way	1
Bloody Mary	pas	Born This Way	1
Bloody Mary	prove	Born This Way	1
Bloody Mary	punktious	Born This Way	1
Bloody Mary	ready	Born This Way	1
Bloody Mary	religion's	Born This Way	1
Bloody Mary	rewrite	Born This Way	1
Bloody Mary	seule	Born This Way	1
Bloody Mary	stones	Born This Way	1
Bloody Mary	throne	Born This Way	1
Bloody Mary	tops	Born This Way	1
Bloody Mary	toute	Born This Way	1
Bloody Mary	wait	Born This Way	1
Born This Way	amore	Born This Way	1
Born This Way	babe	Born This Way	1
Born This Way	baby	Born This Way	24
Born This Way	beautiful	Born This Way	3
Born This Way	beige	Born This Way	2
Born This Way	bi	Born This Way	1
Born This Way	black	Born This Way	2
Born This Way	born	Born This Way	36
Born This Way	boudoir	Born This Way	1
Born This Way	brave	Born This Way	1
Born This Way	broke	Born This Way	1
Born This Way	bullied	Born This Way	1
Born This Way	capital	Born This Way	2
Born This Way	chola	Born This Way	1
Born This Way	cholo	Born This Way	1
Born This Way	church	Born This Way	1
Born This Way	descent	Born This Way	1
Born This Way	disabilities	Born This Way	1
Born This Way	dna	Born This Way	3
Born This Way	drag	Born This Way	4
Born This Way	evergreen	Born This Way	1
Born This Way	fe	Born This Way	1
Born This Way	friends	Born This Way	1
Born This Way	gay	Born This Way	1
Born This Way	girl	Born This Way	1
Born This Way	glass	Born This Way	1
Born This Way	god	Born This Way	3
Born This Way	hair	Born This Way	1
Born This Way	head	Born This Way	1
Born This Way	hey	Born This Way	15
Born This Way	hide	Born This Way	3
Born This Way	hold	Born This Way	1
Born This Way	insecure	Born This Way	1
Born This Way	kid	Born This Way	1
Born This Way	lebanese	Born This Way	1
Born This Way	left	Born This Way	1
Born This Way	lesbian	Born This Way	1
Born This Way	life	Born This Way	2
Born This Way	life's	Born This Way	1
Born This Way	lipstick	Born This Way	1
Born This Way	listen	Born This Way	1
Born This Way	love	Born This Way	8
Born This Way	lover	Born This Way	1
Born This Way	loving	Born This Way	1
Born This Way	makes	Born This Way	3
Born This Way	mama	Born This Way	1
Born This Way	matter	Born This Way	3
Born This Way	mi	Born This Way	1
Born This Way	mistakes	Born This Way	3
Born This Way	ooh	Born This Way	6
Born This Way	orient	Born This Way	2
Born This Way	outcast	Born This Way	1
Born This Way	paws	Born This Way	1
Born This Way	perfect	Born This Way	1
Born This Way	prudence	Born This Way	1
Born This Way	queen	Born This Way	4
Born This Way	record	Born This Way	1
Born This Way	regret	Born This Way	3
Born This Way	rejoice	Born This Way	2
Born This Way	religion	Born This Way	1
Born This Way	respect	Born This Way	1
Born This Way	rolled	Born This Way	1
Born This Way	set	Born This Way	3
Born This Way	sin	Born This Way	1
Born This Way	straight	Born This Way	1
Born This Way	subway	Born This Way	1
Born This Way	superstars	Born This Way	1
Born This Way	survive	Born This Way	1
Born This Way	teased	Born This Way	1
Born This Way	told	Born This Way	1
Born This Way	track	Born This Way	13
Born This Way	transgender	Born This Way	1
Born This Way	truth	Born This Way	1
Born This Way	vole	Born This Way	1
Born This Way	white	Born This Way	2
Born This Way	wrong	Born This Way	1
Born This Way	yah	Born This Way	1
Born This Way	yeah	Born This Way	1
Born This Way	youth	Born This Way	1
Boys Boys Boys	ashtray	The Fame	1
Boys Boys Boys	baby	The Fame	3
Boys Boys Boys	bad	The Fame	1
Boys Boys Boys	bars	The Fame	6
Boys Boys Boys	bleachers	The Fame	1
Boys Boys Boys	boy	The Fame	1
Boys Boys Boys	boys	The Fame	80
Boys Boys Boys	buddy's	The Fame	1
Boys Boys Boys	buy	The Fame	7
Boys Boys Boys	call	The Fame	1
Boys Boys Boys	cars	The Fame	6
Boys Boys Boys	crazy	The Fame	1
Boys Boys Boys	dance	The Fame	1
Boys Boys Boys	denim	The Fame	6
Boys Boys Boys	disco	The Fame	1
Boys Boys Boys	dj	The Fame	1
Boys Boys Boys	dramatic	The Fame	1
Boys Boys Boys	drinks	The Fame	6
Boys Boys Boys	eggs	The Fame	1
Boys Boys Boys	electronic	The Fame	1
Boys Boys Boys	ferrari	The Fame	1
Boys Boys Boys	forever	The Fame	1
Boys Boys Boys	forget	The Fame	1
Boys Boys Boys	glam	The Fame	1
Boys Boys Boys	glitter	The Fame	1
Boys Boys Boys	hairspray	The Fame	6
Boys Boys Boys	heard	The Fame	1
Boys Boys Boys	heart	The Fame	1
Boys Boys Boys	hey	The Fame	1
Boys Boys Boys	hot	The Fame	8
Boys Boys Boys	killers	The Fame	1
Boys Boys Boys	left	The Fame	1
Boys Boys Boys	legs	The Fame	1
Boys Boys Boys	lipstick	The Fame	1
Boys Boys Boys	loose	The Fame	1
Boys Boys Boys	lost	The Fame	1
Boys Boys Boys	lot	The Fame	8
Boys Boys Boys	love	The Fame	14
Boys Boys Boys	mixed	The Fame	1
Boys Boys Boys	morning	The Fame	1
Boys Boys Boys	ophonic	The Fame	1
Boys Boys Boys	party	The Fame	2
Boys Boys Boys	pop	The Fame	1
Boys Boys Boys	psychotic	The Fame	1
Boys Boys Boys	real	The Fame	1
Boys Boys Boys	retro	The Fame	1
Boys Boys Boys	rock	The Fame	1
Boys Boys Boys	roll	The Fame	1
Boys Boys Boys	sneakers	The Fame	1
Boys Boys Boys	special	The Fame	1
Boys Boys Boys	sugar	The Fame	1
Boys Boys Boys	taste	The Fame	1
Boys Boys Boys	uh	The Fame	2
Boys Boys Boys	watch	The Fame	1
Boys Boys Boys	whoa	The Fame	11
Brown Eyes	baby	The Fame	2
Brown Eyes	brown	The Fame	20
Brown Eyes	eyes	The Fame	17
Brown Eyes	feeling	The Fame	1
Brown Eyes	fix	The Fame	1
Brown Eyes	girl	The Fame	1
Brown Eyes	goodbye	The Fame	1
Brown Eyes	grab	The Fame	1
Brown Eyes	guess	The Fame	2
Brown Eyes	hit	The Fame	1
Brown Eyes	honey	The Fame	1
Brown Eyes	lost	The Fame	3
Brown Eyes	low	The Fame	1
Brown Eyes	play	The Fame	1
Brown Eyes	record	The Fame	2
Brown Eyes	silly	The Fame	2
Brown Eyes	song	The Fame	3
Brown Eyes	stay	The Fame	1
Brown Eyes	surprise	The Fame	1
Brown Eyes	time	The Fame	2
Brown Eyes	tricks	The Fame	1
Brown Eyes	walked	The Fame	1
Brown Eyes	watch	The Fame	1
Brown Eyes	wrong	The Fame	3
Brown Eyes	yeah	The Fame	1
Chromatica I	NA	Chromatica	1
Chromatica II	NA	Chromatica	1
Chromatica III	NA	Chromatica	1
Come to Mama	aah	Joanne	3
Come to Mama	ago	Joanne	1
Come to Mama	ayi	Joanne	1
Come to Mama	baby	Joanne	1
Come to Mama	bought	Joanne	1
Come to Mama	brothers	Joanne	1
